00AIVKIDO01487633,2020/12/13,2020/12/20,22387,212.6,0,reduce fuel consumption; change coolant; ,user33,95,ss
00AIVKIDO01487633,2021/1/17,2021/2/20,139603,106.3,0,change coolant; repair shiftable automatic transmission; ,user33,143,
00AIVKIDO01487633,2021/4/11,2021/5/22,390280,2126,0,configure audio remote control; change speaker configuration; ,user33,146,
00AIVKIDO01487633,2021/5/26,2021/6/27,427720,372.05,0,improve cylinder configuration; fix external temperature display; ,roland,4,
00AIVKIDO01487633,2021/7/25,2021/8/16,552034,159.45,0,install smoked glass; adjust hybrid performance; ,user12,161,
00AIVKIDO01487633,2021/8/17,2021/9/10,562424,1063,0,change air conditioner refrigerant; ,roland,131,
01WR7E2ZMCD216522,2021/7/3,2021/7/13,166449,25.72,0,reconfigure service reminder light; ,user29,93,
01WR7E2ZMCD216522,2021/7/24,2021/8/10,282743,437.24,0,change wheel cylinders; reduce fuel consumption; ,user15,137,
01WR7E2ZMCD216522,2021/8/13,2021/8/23,310771,128.6,0,replace stabilizer bar; ,user33,189,
01WR7E2ZMCD216522,2021/8/24,2021/8/27,314309,102.88,0,adjust seat belts tension; adjust running boards; ,user15,68,
01WR7E2ZMCD216522,2021/8/28,2021/8/30,320114,77.16,0,adjust retractable mirrors; fix power activated release; ,user33,167,
01WR7E2ZMCD216522,2021/9/13,2021/9/26,413197,77.16,0,remove oversteer; replace liftgate window; ,user15,92,
06XZOKN8UAY309163,2020/3/10,2020/3/16,170246,47.08,0,change coolant; improve cylinder configuration; ,user17,134,
06XZOKN8UAY309163,2020/6/12,2020/8/5,1076779,459.05,0,install curtain airbags; correct abs; ,user30,31,
06XZOKN8UAY309163,2020/8/11,2020/9/7,1079230,317.8,0,change air conditioner refrigerant; replace tail lights; ,user29,67,
06XZOKN8UAY309163,2020/9/22,2020/11/24,1251449,200.1,0,refurbish power steering; adjust regenerative braking; ,user33,117,
06XZOKN8UAY309163,2021/2/28,2021/3/4,2230732,47.08,0,repair direct injection system; change oil filter; ,user33,78,
06XZOKN8UAY309163,2021/3/29,2021/4/17,2274008,35.31,0,replace radiator core & ac condenser; install parking sensors; ,user33,77,
06XZOKN8UAY309163,2021/4/21,2021/4/22,2319475,11.77,0,repair cooled seats; set up satellite radio; ,user29,40,
06XZOKN8UAY309163,2021/7/17,2021/8/22,2833460,376.66,0,repair shiftable automatic transmission; fix broken tow hooks; ,user33,39,
073HOEWCHAF741925,2021/4/8,2021/4/13,162717,134.67,0,set up gyro sensor; adjust hybrid performance; ,user30,1,
073HOEWCHAF741925,2021/4/24,2021/6/17,279130,2020,0,change purge valve; replace stabilizer bar; ,user15,91,
073HOEWCHAF741925,2021/6/19,2021/6/25,281726,179.56,0,remove oversteer; ,user17,150,
073HOEWCHAF741925,2021/7/19,2021/7/31,536387,269.33,0,adjust climate control; repair seatbelt force limiters; ,roland,90,
07TSE0YYIZF380247,2020/11/4,2020/11/8,176483,113.14,0,set up auto-delay headlights; adjust regenerative braking; ,user12,35,
07TSE0YYIZF380247,2020/11/15,2020/12/2,208373,271.53,0,remove oversteer; change oil filter; ,user15,11,
07TSE0YYIZF380247,2020/12/24,2021/5/26,212840,701.46,0,install separate rear audio; change air conditioner refrigerant; ,user29,3,
07TSE0YYIZF380247,2021/6/8,2021/6/25,258277,113.14,0,install turbocharger; add heated windshield; ,roland,197,
07TSE0YYIZF380247,2021/7/30,2021/8/3,423388,22.63,0,install curtain airbags; fix rear defroster; ,user12,127,
07TSE0YYIZF380247,2021/8/22,2021/8/29,533194,45.26,0,fix deceleration system; replace liftgate window; ,user17,155,
0BT52YYB1L8670257,2020/12/2,2021/1/15,42914,5248.11,0,fix steering damper; prevent fuel pump shutoff; ,user15,42,
0BT52YYB1L8670257,2021/3/18,2021/3/31,402512,1049.62,0,replace serpentine belt; fix rear hvac; ,user17,157,
0BT52YYB1L8670257,2021/6/21,2021/7/8,1231624,449.84,0,refurbish power steering; replace radiator core & ac condenser; ,roland,123,
0EPPRCZZ8NW751990,2020/12/19,2021/1/21,214256,957.81,0,fix a-pillar; install roof spoiler; ,user15,73,
0EPPRCZZ8NW751990,2021/2/23,2021/3/23,252860,1340.94,0,fix power activated release; ,user29,154,
0EPPRCZZ8NW751990,2021/3/25,2021/4/28,264828,1149.38,0,repair shiftable automatic transmission; upgrade navigation system; ,user12,123,
0EPPRCZZ8NW751990,2021/5/28,2021/6/2,552138,143.67,0,refurbish power steering; ,user15,147,
0EPPRCZZ8NW751990,2021/7/13,2021/8/8,679565,622.58,0,adjust reverse tilt mirrors; adjust accelerator pedal linkage; ,user13,152,
0EPPRCZZ8NW751990,2021/8/13,2021/9/12,736029,622.58,0,replace fuel filter; install curtain airbags; ,user12,53,
0I0Q707FJ2E520815,2021/4/1,2021/4/6,192965,62.47,0,install active pedestrian protection system; ,roland,108,
0I0Q707FJ2E520815,2021/4/20,2021/4/24,263376,15.62,0,adjust turn signals; ,user30,122,
0I0Q707FJ2E520815,2021/4/27,2021/7/18,296601,531,0,repair cooled seats; ,user12,182,
0I0Q707FJ2E520815,2021/9/3,2021/9/4,463087,31.24,0,repair seatbelt force limiters; change steering rack; ,roland,120,
0I0Q707FJ2E520815,2021/9/9,2021/9/13,480750,15.62,0,fix external temperature display; adjust hybrid performance; ,roland,136,
0I0Q707FJ2E520815,2021/9/15,2021/9/26,489679,78.09,0,reduce blind spot; install separate rear audio; ,user12,79,
0K0DP4SDKL0912273,2020/10/13,2020/10/20,262543,60.89,0,improve cylinder configuration; correct abs; ,user12,17,
0K0DP4SDKL0912273,2020/11/7,2020/12/17,418676,213.12,0,adjust regenerative braking; refurbish power steering; ,user29,169,
0K0DP4SDKL0912273,2021/1/5,2021/1/18,510754,91.34,0,install active pedestrian protection system; fix power activated release; ,user17,57,
0K0DP4SDKL0912273,2021/1/23,2021/1/27,550653,121.78,0,check drive axle boots; change coolant; ,user13,133,
0K0DP4SDKL0912273,2021/3/6,2021/3/9,933976,91.34,0,set up satellite radio; change steering rack; ,user33,196,
0K0DP4SDKL0912273,2021/3/15,2021/5/26,995206,1887.64,0,fix broken tow hooks; ,user29,11,
0K0DP4SDKL0912273,2021/6/10,2021/6/20,1111798,152.23,0,adjust block heater; replace timing belt tensioner; ,user17,138,
0K0DP4SDKL0912273,2021/6/25,2021/7/22,1112275,274.01,0,install intelligent alternator; change air conditioner refrigerant; ,user17,35,
0UBBG820VBK445621,2021/5/7,2021/5/8,124384,72.57,0,set up satellite radio; fix nvh dampening system; ,user33,192,
0UBBG820VBK445621,2021/5/10,2021/5/23,141997,254.01,0,install vanity mirrors; adjust running boards; ,user17,87,
0UBBG820VBK445621,2021/5/27,2021/6/10,145489,108.86,0,change speaker configuration; configure audio remote control; ,user13,147,
0UBBG820VBK445621,2021/6/17,2021/6/23,186370,217.72,0,install vanity mirrors; replace water pump; ,user17,118,
0UBBG820VBK445621,2021/6/28,2021/7/6,196031,254.01,0,replace crankcase ventilation filter; change brake linings; ,user17,158,
0UBBG820VBK445621,2021/7/24,2021/9/3,401752,254.01,0,fix steering damper; fix rear hvac; ,user33,46,
0VWWXBNXE6N897485,2020/10/15,2020/10/21,69901,60.4,0,replace tail lights; fix a-pillar; ,user30,118,
0VWWXBNXE6N897485,2020/11/22,2020/11/22,310382,10.07,0,add knee airbags; configure audio remote control; ,user33,191,
0VWWXBNXE6N897485,2021/4/2,2021/4/21,1643847,130.87,0,install smoked glass; replace water pump; ,user12,160,
0VWWXBNXE6N897485,2021/4/24,2021/6/30,1647703,231.54,0,configure audio remote control; replace steering column lock; ,user15,47,
0VWWXBNXE6N897485,2021/8/26,2021/9/4,2267138,30.2,0,install active pedestrian protection system; replace radiator hoses; ,user30,88,
0VWWXBNXE6N897485,2021/9/21,2021/9/24,2440216,20.13,0,refurbish power steering; reduce carbon footprint; ,user30,159,
0WPI14P1N3Y139809,2021/6/7,2021/6/8,1457248,85.13,0,change memory settings of the onboard computer; reduce blind spot; ,user17,26,
0WPI14P1N3Y139809,2021/6/24,2021/7/29,1545719,808.72,0,repair direct injection system; replace radiator hoses; ,user13,24,
0YQVT1ME4G3999928,2021/6/7,2021/6/11,105444,54.29,0,fix ventilated seats; ,user15,73,
0YQVT1ME4G3999928,2021/7/12,2021/8/1,189834,195.46,0,configure audio remote control; fix deceleration system; ,user13,29,
0YQVT1ME4G3999928,2021/8/2,2021/8/6,191508,54.29,0,change purge valve; ,user29,58,
0YQVT1ME4G3999928,2021/8/8,2021/8/8,208823,10.86,0,change timing belt; ,user12,158,
0YQVT1ME4G3999928,2021/8/18,2021/9/10,305853,217.18,0,replace tail lights; configure audio remote control; ,user33,80,
15G3KHMPQ6Q659826,2020/12/12,2021/4/11,58046,1946.11,0,fix a-pillar; ,user33,23,
15G3KHMPQ6Q659826,2021/5/3,2021/7/17,224875,1500.13,0,remove oversteer; replace stabilizer bar; ,user13,111,
15G3KHMPQ6Q659826,2021/7/30,2021/8/11,370157,445.98,0,adjust block heater; fix solar sunroof; ,user13,127,
15G3KHMPQ6Q659826,2021/8/14,2021/8/25,387753,445.98,0,replace stabilizer bar; fix a-pillar; ,user29,19,
15G3KHMPQ6Q659826,2021/8/31,2021/9/7,444599,162.18,0,replace ace filter; replace crankcase ventilation filter; ,user30,35,
